smiles,taste,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
NC(CC(O)=O)C(=O)NC(CO)COC(=O)C1CC1,sweet,11.487678413958175,11.487678413958175,0.06545209663806384,-1.2030707252036625,0.38352979414461746,17.36842105263158,274.273,256.12899999999996,274.116486296,108,0,0.30850314272398527,-0.48117621620140294,0.48117621620140294,0.30850314272398527,1.368421052631579,2.0,2.473684210526316,16.535820950272615,10.167934375808244,2.314789487540041,-2.180548140956865,2.294856558056819,-2.4893435859036726,5.856652753142176,-0.14651447298369416,3.1633495758274246,2.309950656387031,329.94747320502313,14.41384908344359,10.372355335546612,10.372355335546612,8.93475940797611,5.9891598593197175,5.9891598593197175,4.496755230992891,4.496755230992891,2.6355336293660425,2.6355336293660425,1.3486746270559742,1.3486746270559742,-1.6700000000000002,22213.040721460176,15.387703404500863,7.050842552548838,5.664927389847333,109.45917293291738,26.000373824649976,6.606881964512918,0.0,5.907179729351506,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,0.0,12.841643245852019,0.0,31.029291291896243,29.333529295696927,17.845790305255207,0.0,5.316788604006331,11.651573523323577,31.34614652707395,13.213763929025836,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,53.35629068225837,19.120474506015515,5.917906046161393,19.26246486877803,0.0,0.0,0.0,0.0,138.95000000000002,36.987870263038204,14.383611552215466,0.0,18.49409329862616,0.0,12.841643245852019,0.0,0.0,0.0,5.316788604006331,20.683585220643643,4.909906226379441,0.0,33.1472406931092,19.86409507489865,5.353073454690518,-2.3063650761549392,-1.985436560426641,1.099983353036654,-0.5824971655328799,0.0,0.7272727272727273,19,5,8,1,0,1,1,0,0,0,2,0,6,4,8,0,8,1,0,1,0,2,5.710330207918701,1,-1.7812999999999977,62.92770000000002,1,1,1,0,0,0,0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C(COC(=O)C1CC1)NC(=O)C(N)CC(O)=O,sweet,11.744345080624843,11.744345080624843,0.007204743875919517,-1.1306406344677449,0.5353128924941887,17.4,286.328,264.152,286.152871804,114,0,0.30850182525230196,-0.48117621620146145,0.48117621620146145,0.30850182525230196,1.35,1.95,2.4,16.53524522154511,10.043657706600186,2.3193779180621372,-2.232096399058794,2.296576926849935,-2.494558651584532,5.856832219767543,-0.14658150377351084,3.1587663350926545,2.421205014534879,354.23460010384656,15.284092571446669,11.795385228049732,11.795385228049732,9.307438208038285,6.752717674551602,6.752717674551602,5.467767628249566,5.467767628249566,3.1795301210838476,3.1795301210838476,1.5801711481967815,1.5801711481967815,-1.63,31284.42178275765,16.42443658138269,7.231963787346562,5.561297841501494,117.39482340951459,20.893846429809273,6.606881964512918,0.0,5.907179729351506,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,13.847474399381248,18.75954929201341,0.0,24.422409327383324,24.227001900856216,17.845790305255207,0.0,5.316788604006331,17.569479569484972,45.193620926455196,6.606881964512918,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,41.64288132290475,19.120474506015512,11.835812092322787,33.10993926815928,0.0,0.0,0.0,0.0,118.72,24.339147469377323,14.383611552215466,0.0,30.45384017393551,0.0,12.841643245852019,0.0,0.0,13.847474399381248,5.316788604006331,15.57705782580294,5.140322893046108,0.0,33.70592573657103,11.222688470590256,5.4801520639119845,-1.8629863913476823,-1.474140264130344,1.2922192751832904,3.8291515495086923,0.0,0.7692307692307693,20,4,7,1,0,1,1,0,0,0,2,0,5,3,7,0,8,1,0,1,0,2,5.939046529206488,1,-0.11759999999999865,70.67990000000003,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(COC(=O)C1CC1)NC(=O)C(N)CC(O)=O,sweet,11.598789525069286,11.598789525069286,0.01618055642316074,-1.1288336616786288,0.5189547070815045,17.36842105263158,272.301,252.14099999999996,272.13722174000003,108,0,0.30850164677443453,-0.48117621620146944,0.48117621620146944,0.30850164677443453,1.4210526315789473,2.0526315789473686,2.526315789473684,16.53519199737488,10.147658023288647,2.313684319107858,-2.1867697192017705,2.295488953831878,-2.473633965648899,5.856492369135964,-0.14619126622869746,3.1633495758274246,2.309950656387031,329.94747320502313,14.41384908344359,10.925141740046653,10.925141740046653,8.934759407976111,6.380038874489427,6.380038874489427,4.7224293356216975,4.7224293356216975,2.907946371401679,2.907946371401679,1.4702396557414612,1.4702396557414612,-1.63,22213.040721460176,15.42757052389177,7.080745575126855,5.691819999397202,111.02988129511797,20.893846429809273,6.606881964512918,0.0,5.907179729351506,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,6.923737199690624,19.26246486877803,0.0,24.422409327383324,24.227001900856216,17.845790305255207,0.0,5.316788604006331,11.651573523323577,44.69070534969059,6.606881964512918,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,41.64288132290475,19.120474506015512,5.917906046161393,32.60702369139466,0.0,0.0,0.0,0.0,118.72,24.339147469377323,14.383611552215466,0.0,24.53593412777412,6.4208216229260096,12.841643245852019,0.0,0.0,6.923737199690624,5.316788604006331,15.57705782580294,5.069906226379441,0.0,33.38936717333092,11.120933069355688,5.434706107751743,-1.8911213119826022,-1.4298810048710844,1.8795109418499572,1.926578798185941,0.0,0.75,19,4,7,1,0,1,1,0,0,0,2,0,5,3,7,0,8,1,0,1,0,2,5.749405353789692,1,-0.36359999999999865,66.13290000000003,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(COC(=O)C1CC1)NC(=O)C(N)CC(O)=O,sweet,11.439900636180397,11.439900636180397,0.015897109711142443,-1.1338294099779487,0.5167013061311416,17.666666666666668,258.274,240.12999999999997,258.12157167600003,102,0,0.30850146976574605,-0.48117621620147744,0.48117621620147744,0.30850146976574605,1.4444444444444444,2.0555555555555554,2.5555555555555554,16.535144313004263,10.172290029125783,2.3111654807493545,-2.1619708580386368,2.2947560242545024,-2.4647423400231845,5.856142457504769,-0.1459934703226544,3.08014706505992,2.2089890391120153,316.93001187765793,13.706742302257043,10.218034958860105,10.218034958860105,8.396754605515326,5.8420340720286426,5.8420340720286426,4.518305190389767,4.518305190389767,2.5062381227252843,2.5062381227252843,1.316400887828859,1.316400887828859,-1.63,12751.808849348068,14.431087354917532,6.342426390875289,5.133193249468595,104.66493918072138,20.893846429809273,6.606881964512918,0.0,5.907179729351506,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,0.0,19.765380445542643,0.0,24.422409327383324,24.227001900856216,17.845790305255207,0.0,5.316788604006331,11.651573523323577,38.269883726764576,6.606881964512918,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,41.64288132290475,19.120474506015512,5.917906046161393,26.186202068468653,0.0,0.0,0.0,0.0,118.72,24.339147469377323,14.383611552215466,0.0,24.53593412777412,0.0,12.841643245852019,0.0,6.923737199690624,0.0,5.316788604006331,15.57705782580294,4.9786562263794405,0.0,33.04500768416488,10.97693229775075,5.380000892332242,-1.9250579144013478,-1.4822884122784923,1.2981480355763366,1.7286011904761907,0.0,0.7272727272727273,18,4,7,1,0,1,1,0,0,0,2,0,5,3,7,0,7,1,0,1,0,2,5.084894960491979,1,-0.7536999999999983,61.51590000000002,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(=O)OCC(C)NC(=O)C(N)CC(O)=O,sweet,11.465717548995418,11.465717548995418,0.04968159486016632,-1.1376884662932987,0.5101825338849362,13.421052631578947,274.317,252.14099999999996,274.15287180400003,110,0,0.3053532258647486,-0.48117621620147744,0.48117621620147744,0.3053532258647486,1.368421052631579,2.0,2.526315789473684,16.533712366693194,10.171753037855508,2.186567973173997,-2.162636068123824,1.975889111066585,-2.464335080009422,5.855792988436704,-0.1446501443201844,2.323576973199472,3.9010019966789993,295.16017124398627,14.836498814253964,11.347791470857027,11.347791470857027,8.862279762904677,6.297522528285924,6.297522528285924,4.400557760934036,4.400557760934036,2.348737490606799,2.348737490606799,1.2836102528114082,1.2836102528114082,-1.63,8750.590881069213,17.37,9.319966609380849,9.009547394981142,112.0357124486472,20.893846429809273,6.606881964512918,0.0,5.907179729351506,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,13.344558822616634,13.344558822616634,6.4208216229260096,18.50450328122193,24.227001900856216,17.845790305255207,0.0,5.316788604006331,5.733667477162185,51.61444254938121,6.606881964512918,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,41.64288132290475,19.120474506015512,0.0,39.53076089108529,0.0,0.0,0.0,0.0,118.72,30.38098829852529,14.383611552215466,0.0,12.576187252464766,6.4208216229260096,12.841643245852019,0.0,6.923737199690624,6.923737199690624,5.316788604006331,15.57705782580294,4.9568043745275885,0.0,33.085927695217364,10.988100316093885,5.3874933250772,-2.0151971796551855,-1.5058663385643007,1.596255987197858,3.6731484867722592,0.0,0.75,19,4,7,0,0,0,1,0,0,0,2,0,5,3,7,0,9,0,0,0,0,2,8.52041157920765,0,0.026500000000001023,68.31690000000005,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC(NC(=O)C(N)CC(O)=O)C(=O)Nc1ccccc1,sweet,11.809754031242129,11.809754031242129,0.41011574074073986,-1.1810414042160076,0.5805318084826382,13.1,279.296,262.15999999999997,279.12190602400005,108,0,0.30496432376876376,-0.4811762161978547,0.4811762161978547,0.30496432376876376,1.2,1.8,2.35,16.365508844546763,10.161976546287466,2.213021522618204,-2.160903946072599,2.0501464940254257,-2.487649183737622,5.97455725811711,-0.139201066704792,2.3836790318000722,2.4913869779772115,464.0714945547327,15.120955864630139,10.997867401595103,10.997867401595103,9.396754605515325,6.035173523333267,6.035173523333267,4.289908108540537,4.289908108540537,2.5246785013149946,2.5246785013149946,1.4387969355467536,1.4387969355467536,-2.4099999999999993,20585.452118625424,15.646850483229109,7.24573980827263,5.06776102580125,115.70441303682935,21.473772080015554,6.041840829147961,0.0,11.814359458703011,0.0,5.969305287951849,14.383611552215466,0.0,0.0,0.0,18.19910120538483,19.056471336613843,5.687386274683562,12.462662452073971,19.49013894705617,23.471051021338422,0.0,5.316788604006331,5.733667477162185,25.428240480912557,5.316788604006331,30.33183534230805,0.0,0.0,16.367244685174846,5.687386274683562,0.0,0.0,34.973873799791484,14.383611552215466,0.0,13.344558822616634,30.33183534230805,0.0,0.0,0.0,121.52000000000001,36.28816802787679,14.383611552215466,0.0,0.0,5.687386274683562,0.0,6.923737199690624,24.26546827384644,6.06636706846161,10.633577208012662,10.84019487200289,0.0,0.0,33.81185234049599,13.51332065420581,5.999612747111394,-2.259975161105661,6.766024614290271,-0.4872443975677201,1.4897425359032503,0.0,0.3076923076923077,20,5,7,0,0,0,2,1,0,1,2,0,4,4,7,0,6,0,0,0,0,2,5.668650371021149,1,-0.06819999999999915,72.90460000000003,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(NC(=O)C(N)CC(O)=O)NC(=O)c1ccccc1,sweet,11.796432009532207,11.796432009532207,0.3424018434534306,-1.1586813056004976,0.5316567517430775,13.1,279.296,262.15999999999997,279.12190602400005,108,0,0.3049643306022218,-0.48117621617965867,0.48117621617965867,0.3049643306022218,1.2,1.8,2.35,16.3655077356162,10.172078243359351,2.1901658871946483,-2.1763925022291186,1.98065535877435,-2.511725912983644,5.94343234309316,-0.1391588531165976,2.381619328816805,2.4721138772597415,464.0714945547327,15.120955864630139,10.997867401595103,10.997867401595103,9.396754605515326,6.035173523333267,6.035173523333267,4.274119050958745,4.274119050958745,2.473647465007012,2.473647465007012,1.506838317290731,1.506838317290731,-2.4099999999999997,20424.76736393292,15.646850483229109,7.24573980827263,5.06776102580125,115.70441303682935,21.473772080015554,0.0,0.0,5.907179729351506,5.907179729351506,5.969305287951849,14.383611552215466,0.0,0.0,0.0,18.19910120538483,19.056471336613843,5.563451491696996,18.628438064208495,19.49013894705617,17.78366474665486,0.0,10.633577208012662,5.733667477162185,25.552175263899123,0.0,35.89528683400505,0.0,0.0,16.367244685174846,0.0,0.0,0.0,35.09780858277805,9.589074368143644,0.0,23.70254749838545,30.33183534230805,0.0,0.0,0.0,121.52000000000001,30.504923081511855,14.383611552215466,0.0,5.907179729351506,5.563451491696996,0.0,0.0,37.255572541998674,0.0,10.633577208012662,10.84019487200289,0.0,0.0,33.785612366111174,13.51912978958836,5.864302372961735,-2.132322336086765,7.359316375439176,-1.124438511324334,1.5617332766439909,0.0,0.3076923076923077,20,5,7,0,0,0,2,1,0,1,2,0,4,4,7,0,6,0,0,0,0,2,5.668650371021149,1,-0.3193999999999988,71.74110000000003,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(COC(=O)C=C)NC(=O)C(N)CC(O)=O,sweet,11.343064216427312,11.343064216427312,0.03136432350718055,-1.1542701813278111,0.3910821454994407,13.294117647058824,244.24699999999996,228.11899999999997,244.105921612,96,0,0.3297138005764362,-0.48117621620147744,0.48117621620147744,0.3297138005764362,1.5294117647058822,2.1176470588235294,2.588235294117647,16.53323069154594,10.172572639013923,2.1842587398088025,-2.157287171486415,1.917825201456883,-2.4639907904691736,5.857217416853552,-0.13970175292163733,2.242306005150216,3.9794648077020747,293.1601712439863,13.422285251880869,9.510928177673557,9.510928177673557,7.862279762904677,4.933785781564779,4.933785781564779,3.448155641373397,3.448155641373397,1.7622211868689912,1.7622211868689912,0.9384397290011308,0.9384397290011308,-1.8900000000000001,3271.524461514165,15.109999999999998,7.394273265927192,7.068304995933419,98.61622518766973,20.893846429809273,6.606881964512918,0.0,5.907179729351506,0.0,11.938610575903699,9.589074368143644,4.794537184071822,0.0,0.0,6.578935683598497,6.923737199690624,6.076020106833881,18.50450328122193,24.227001900856216,17.845790305255207,0.0,5.316788604006331,5.733667477162185,25.428240480912557,6.606881964512918,12.654955790432378,0.0,0.0,11.050456081168516,0.0,0.0,0.0,41.64288132290475,19.120474506015512,0.0,13.344558822616634,12.654955790432378,0.0,0.0,0.0,118.72,36.350293586477136,14.383611552215466,0.0,6.606881964512918,0.0,6.076020106833881,0.0,6.923737199690624,0.0,16.632587241404877,10.84019487200289,4.685832152305367,0.0,32.38247643735333,10.86021706252902,5.331770439657344,-2.3528947561577427,-1.5728696879986566,0.5512937292685669,4.780841289709436,0.0,0.5,17,4,7,0,0,0,1,0,0,0,2,0,5,3,7,0,7,0,0,0,0,2,6.572204061656462,0,-0.9776999999999985,58.988900000000015,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(COC(=O)CC)NC(=O)C(N)CC(O)=O,sweet,11.522111284328545,11.522111284328545,0.06419123204837485,-1.1360099702185738,0.5125411415099108,13.5,260.28999999999996,240.12999999999994,260.13722174000003,104,0,0.3050724782485786,-0.48117621620146944,0.48117621620146944,0.3050724782485786,1.3333333333333333,1.9444444444444444,2.388888888888889,16.533694317560023,10.147938987963055,2.1982523698243264,-2.1852121825309965,1.9676922445260046,-2.4731001992414665,5.856099545091101,-0.14433532810973573,2.320466293043253,4.144308084110513,282.41343573651113,14.129392033067417,10.64068468967048,10.64068468967048,8.400284565365462,5.835527330746709,5.835527330746709,3.8546819061659674,3.8546819061659674,2.304666642756165,2.304666642756165,1.1462280470972301,1.1462280470972301,-1.63,5740.833608989008,16.37,8.459177975617603,6.8463696075314076,105.67077033425059,20.893846429809273,6.606881964512918,0.0,5.907179729351506,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,13.847474399381248,6.4208216229260096,6.4208216229260096,18.50450328122193,24.227001900856216,17.845790305255207,0.0,5.316788604006331,5.733667477162185,45.193620926455196,6.606881964512918,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,41.64288132290475,19.120474506015512,0.0,33.10993926815928,0.0,0.0,0.0,0.0,118.72,24.339147469377323,14.383611552215466,0.0,25.038849704538737,6.4208216229260096,0.0,0.0,6.923737199690624,6.923737199690624,5.316788604006331,15.57705782580294,4.895137707860922,0.0,32.87612633693667,11.049591562137557,5.402648494583019,-2.044036944897333,-1.4525263238011257,0.39131929543320254,3.5484065384137535,0.0,0.7272727272727273,18,4,7,0,0,0,1,0,0,0,2,0,5,3,7,0,8,0,0,0,0,2,7.693152414492232,0,-0.36359999999999865,63.69990000000003,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)OCC(C)NC(=O)C(N)CC(O)=O,sweet,11.363222395439657,11.363222395439657,0.039885676492819266,-1.1410057185178932,0.5082602083392305,13.588235294117647,246.26299999999998,228.11899999999997,246.121571676,98,0,0.3050723012381293,-0.48117621620147744,0.48117621620147744,0.3050723012381293,1.411764705882353,2.0,2.4705882352941178,16.533646695835447,10.172438852828682,2.185056316543247,-2.1601951067984,1.9258389187916547,-2.464225526724764,5.855755868094524,-0.14413289669279394,2.242306005150216,3.941112991672452,269.76289771739914,13.422285251880869,9.933577908483931,9.933577908483931,7.862279762904677,5.297522528285925,5.297522528285925,3.6505577609340367,3.6505577609340367,1.90295839407977,1.90295839407977,0.9923892791846276,0.9923892791846276,-1.63,3271.524461514165,15.370000000000001,7.612043650611384,7.287801422459267,99.30582821985396,20.893846429809273,6.606881964512918,0.0,5.907179729351506,0.0,11.938610575903699,14.383611552215466,0.0,0.0,0.0,6.923737199690624,6.923737199690624,6.4208216229260096,18.50450328122193,24.227001900856216,17.845790305255207,0.0,5.316788604006331,5.733667477162185,38.77279930352918,6.606881964512918,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,41.64288132290475,19.120474506015512,0.0,26.689117645233267,0.0,0.0,0.0,0.0,118.72,30.38098829852529,14.383611552215466,0.0,18.997008875390776,0.0,0.0,0.0,13.847474399381248,0.0,5.316788604006331,15.57705782580294,4.803887707860922,0.0,32.53176684777064,10.905590790532619,5.347943279163518,-2.07769010060406,-1.5049337312085331,-0.17411154356906478,3.3342134167206314,0.0,0.7,17,4,7,0,0,0,1,0,0,0,2,0,5,3,7,0,7,0,0,0,0,2,6.882182994699823,0,-0.7536999999999983,59.08290000000002,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)OC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(O)=O,sweet,12.349433736457545,12.349433736457545,0.22349678760393044,-1.233138804904678,0.6354517038829736,13.666666666666666,336.3880000000001,312.196,336.16852186799997,132,0,0.3290050091967417,-0.4811762161978014,0.4811762161978014,0.3290050091967417,1.2083333333333333,1.7916666666666667,2.2916666666666665,16.55444931404257,10.046013401907512,2.2862737647782247,-2.2504273588851595,2.1150381831932084,-2.5090910405164273,5.895535595418311,-0.15825992655206583,2.445764627494011,2.856972064177602,553.4511487560239,18.328062645816686,14.113222473245516,14.113222473245516,11.081206017382838,7.627873225664643,7.627873225664643,6.488722762845235,6.488722762845235,3.0217408189708803,3.0217408189708803,1.9755765090271207,1.9755765090271207,-2.4100000000000006,98407.78555184903,19.6363177396943,8.444350759568733,7.2349288008172286,140.7278645403146,20.893846429809273,11.642891640131648,0.0,5.907179729351506,0.0,11.938610575903699,9.589074368143644,4.794537184071822,0.0,0.0,30.33183534230805,26.334663090768867,6.4208216229260096,12.462662452073971,24.227001900856216,17.845790305255207,0.0,5.316788604006331,5.733667477162185,51.2975873142035,0.0,35.89528683400505,0.0,0.0,11.050456081168516,0.0,0.0,0.0,40.63705016937552,25.54129612894152,0.0,32.75548471369488,30.33183534230805,0.0,0.0,0.0,118.72,41.95134439746082,14.383611552215466,0.0,6.4208216229260096,0.0,5.563451491696996,0.0,20.771211599071872,30.33183534230805,5.316788604006331,15.57705782580294,5.322994142101285,0.0,35.05227008519712,11.203685393974444,5.667597775993113,-2.4852353733427854,6.940195149634182,-0.29216911533131773,5.173995275107288,0.0,0.47058823529411764,24,4,7,0,0,0,1,1,0,1,2,0,5,3,7,0,7,0,0,0,0,2,6.908998109180023,1,0.8576000000000008,88.14990000000004,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
